created_at,username,full_text,clean_text,lower_text,normalized_text,stopwords_text,tokenized_text,stemmed_text,label,polarity_score,polarity
"Sunday, 22 December 2024",dishub_aceh,Selamat memperingati Hari Ibu 22 Desember 2024 Terima kasih atas cintamu yang tidak pernah padam dan pengorbananmu yang tak pernah terbalas. Perempuan menyapa perempuan berdaya menuju Indonesia Emas 2045 #DishubAceh #Harilbu2024 https://t.co/0h1kJXPtCW,Selamat memperingati Hari Ibu 22 Desember 2024 Terima kasih atas cintamu yang tidak pernah padam dan pengorbananmu yang tak pernah terbalas Perempuan menyapa perempuan berdaya menuju Indonesia Emas 2045,selamat memperingati hari ibu 22 desember 2024 terima kasih atas cintamu yang tidak pernah padam dan pengorbananmu yang tak pernah terbalas perempuan menyapa perempuan berdaya menuju indonesia emas 2045,selamat memperingati hari ibu 22 desember 2024 terima kasih atas cintamu yang tidak pernah padam dan pengorbananmu yang tak pernah terbalas perempuan menyapa perempuan berdaya menuju indonesia emas 2045,selamat memperingati hari ibu 22 desember 2024 terima kasih atas cintamu tidak pernah padam pengorbananmu tak pernah terbalas perempuan menyapa perempuan berdaya menuju indonesia emas 2045,"['selamat', 'memperingati', 'hari', 'ibu', '22', 'desember', '2024', 'terima', 'kasih', 'atas', 'cintamu', 'tidak', 'pernah', 'padam', 'pengorbananmu', 'tak', 'pernah', 'terbalas', 'perempuan', 'menyapa', 'perempuan', 'berdaya', 'menuju', 'indonesia', 'emas', '2045']","['selamat', 'ingat', 'hari', 'ibu', '22', 'desember', '2024', 'terima', 'kasih', 'atas', 'cinta', 'tidak', 'pernah', 'padam', 'korban', 'tak', 'pernah', 'balas', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045']","['selamat', 'ingat', 'hari', 'ibu', '22', 'desember', '2024', 'terima', 'kasih', 'atas', 'cinta', 'tidak', 'pernah', 'padam', 'korban', 'tak', 'pernah', 'balas', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045']",-7,0
"Sunday, 22 December 2024",bsip_lingkungan,Selamat Hari Ibu untuk seluruh wanita di Indonesia Perempuan Menyapa Perempuan Berdaya Menuju Indonesia Emas 2045 https://t.co/FJHvIlVpXL,Selamat Hari Ibu untuk seluruh wanita di Indonesia Perempuan Menyapa Perempuan Berdaya Menuju Indonesia Emas 2045,selamat hari ibu untuk seluruh wanita di indonesia perempuan menyapa perempuan berdaya menuju indonesia emas 2045,selamat hari ibu untuk seluruh wanita di indonesia perempuan menyapa perempuan berdaya menuju indonesia emas 2045,selamat hari ibu seluruh wanita indonesia perempuan menyapa perempuan berdaya menuju indonesia emas 2045,"['selamat', 'hari', 'ibu', 'seluruh', 'wanita', 'indonesia', 'perempuan', 'menyapa', 'perempuan', 'berdaya', 'menuju', 'indonesia', 'emas', '2045']","['selamat', 'hari', 'ibu', 'seluruh', 'wanita', 'indonesia', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045']","['selamat', 'hari', 'ibu', 'seluruh', 'wanita', 'indonesia', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045']",4,1
"Sunday, 22 December 2024",bpkadjtg,Dengan kekuatan kreativitas dan semangat yang tak pernah padam kita terus melangkah bersama menuju Indonesia emas 2045. Perempuan Menyapa Perempuan Berdaya! #HariIbu #BPKADJateng https://t.co/dlrM24k4tr,Dengan kekuatan kreativitas dan semangat yang tak pernah padam kita terus melangkah bersama menuju Indonesia emas 2045 Perempuan Menyapa Perempuan Berdaya,dengan kekuatan kreativitas dan semangat yang tak pernah padam kita terus melangkah bersama menuju indonesia emas 2045 perempuan menyapa perempuan berdaya,dengan kekuatan kreativitas dan semangat yang tak pernah padam kita terus melangkah bersama menuju indonesia emas 2045 perempuan menyapa perempuan berdaya,kekuatan kreativitas semangat tak pernah padam kita terus melangkah bersama menuju indonesia emas 2045 perempuan menyapa perempuan berdaya,"['kekuatan', 'kreativitas', 'semangat', 'tak', 'pernah', 'padam', 'kita', 'terus', 'melangkah', 'bersama', 'menuju', 'indonesia', 'emas', '2045', 'perempuan', 'menyapa', 'perempuan', 'berdaya']","['kuat', 'kreativitas', 'semangat', 'tak', 'pernah', 'padam', 'kita', 'terus', 'lang', 'sama', 'tuju', 'indonesia', 'emas', '2045', 'perempuan', 'sapa', 'perempuan', 'daya']","['kuat', 'kreativitas', 'semangat', 'tak', 'pernah', 'padam', 'kita', 'terus', 'lang', 'sama', 'tuju', 'indonesia', 'emas', '2045', 'perempuan', 'sapa', 'perempuan', 'daya']",8,1
"Sunday, 22 December 2024",Humas_Resiantar,Kepala Kepolisian Resor Pematangsiantar beserta Staf Jajaran dan Bhayangkari mengucapkan : SELAMAT HARI IBU KE-96 22 Desember 2024 Perempuan Menyapa Perempuan Berdaya Menuju Indonesia Emas 2045 #polripresisi #polrihumanis #poldasumut https://t.co/LTu3JtJrL1,Kepala Kepolisian Resor Pematangsiantar beserta Staf Jajaran dan Bhayangkari mengucapkan SELAMAT HARI IBU KE96 22 Desember 2024 Perempuan Menyapa Perempuan Berdaya Menuju Indonesia Emas 2045,kepala kepolisian resor pematangsiantar beserta staf jajaran dan bhayangkari mengucapkan selamat hari ibu ke96 22 desember 2024 perempuan menyapa perempuan berdaya menuju indonesia emas 2045,kepala kepolisian resor pematangsiantar beserta staf jajaran dan bhayangkari mengucapkan selamat hari ibu ke96 22 desember 2024 perempuan menyapa perempuan berdaya menuju indonesia emas 2045,kepala kepolisian resor pematangsiantar beserta staf jajaran bhayangkari mengucapkan selamat hari ibu ke96 22 desember 2024 perempuan menyapa perempuan berdaya menuju indonesia emas 2045,"['kepala', 'kepolisian', 'resor', 'pematangsiantar', 'beserta', 'staf', 'jajaran', 'bhayangkari', 'mengucapkan', 'selamat', 'hari', 'ibu', 'ke96', '22', 'desember', '2024', 'perempuan', 'menyapa', 'perempuan', 'berdaya', 'menuju', 'indonesia', 'emas', '2045']","['kepala', 'polisi', 'resor', 'pematangsiantar', 'serta', 'staf', 'jajar', 'bhayangkari', 'ucap', 'selamat', 'hari', 'ibu', 'ke96', '22', 'desember', '2024', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045']","['kepala', 'polisi', 'resor', 'pematangsiantar', 'serta', 'staf', 'jajar', 'bhayangkari', 'ucap', 'selamat', 'hari', 'ibu', 'ke96', '22', 'desember', '2024', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045']",4,1
"Sunday, 22 December 2024",lapas4lawang,Lembaga Pemasyarakatan Kelas IIB Empat Lawang mengucapkan Selamat Hari Ibu Nasional Ke-96 22 Desember 2024 Perempuan Menyapa Perempuan Berdaya Menuju Indonesia Emas 2045 . https://t.co/4ggtErsdzh,Lembaga Pemasyarakatan Kelas IIB Empat Lawang mengucapkan Selamat Hari Ibu Nasional Ke96 22 Desember 2024 Perempuan Menyapa Perempuan Berdaya Menuju Indonesia Emas 2045,lembaga pemasyarakatan kelas iib empat lawang mengucapkan selamat hari ibu nasional ke96 22 desember 2024 perempuan menyapa perempuan berdaya menuju indonesia emas 2045,lembaga pemasyarakatan kelas iib empat lawang mengucapkan selamat hari ibu nasional ke96 22 desember 2024 perempuan menyapa perempuan berdaya menuju indonesia emas 2045,lembaga pemasyarakatan kelas iib empat lawang mengucapkan selamat hari ibu nasional ke96 22 desember 2024 perempuan menyapa perempuan berdaya menuju indonesia emas 2045,"['lembaga', 'pemasyarakatan', 'kelas', 'iib', 'empat', 'lawang', 'mengucapkan', 'selamat', 'hari', 'ibu', 'nasional', 'ke96', '22', 'desember', '2024', 'perempuan', 'menyapa', 'perempuan', 'berdaya', 'menuju', 'indonesia', 'emas', '2045']","['lembaga', 'masyarakat', 'kelas', 'iib', 'empat', 'lawang', 'ucap', 'selamat', 'hari', 'ibu', 'nasional', 'ke96', '22', 'desember', '2024', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045']","['lembaga', 'masyarakat', 'kelas', 'iib', 'empat', 'lawang', 'ucap', 'selamat', 'hari', 'ibu', 'nasional', 'ke96', '22', 'desember', '2024', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045']",-4,0
"Sunday, 22 December 2024",ksoptgwangi,Ibu...hadirmu tak hanya sekadar sosok ibu. Engkau juga hadir untuk menjadi guruku sahabatku dan pelindungku. Semoga Mama senantiasa sehat dan bahagia. Selamat Hari Ibu Tahun 2024. Perempuan Menyapa Perempuan Berdaya Menuju Indonesia Emas 2045. #Kemenhub151 #DJPLKemenhub151 https://t.co/clG4yYqTDR,Ibuhadirmu tak hanya sekadar sosok ibu Engkau juga hadir untuk menjadi guruku sahabatku dan pelindungku Semoga Mama senantiasa sehat dan bahagia Selamat Hari Ibu Tahun 2024 Perempuan Menyapa Perempuan Berdaya Menuju Indonesia Emas 2045,ibuhadirmu tak hanya sekadar sosok ibu engkau juga hadir untuk menjadi guruku sahabatku dan pelindungku semoga mama senantiasa sehat dan bahagia selamat hari ibu tahun 2024 perempuan menyapa perempuan berdaya menuju indonesia emas 2045,ibuhadirmu tak hanya sekadar sosok ibu engkau juga hadir untuk menjadi guruku sahabatku dan pelindungku semoga mama senantiasa sehat dan bahagia selamat hari ibu tahun 2024 perempuan menyapa perempuan berdaya menuju indonesia emas 2045,ibuhadirmu tak hanya sekadar sosok ibu engkau juga hadir menjadi guruku sahabatku pelindungku semoga mama senantiasa sehat bahagia selamat hari ibu tahun 2024 perempuan menyapa perempuan berdaya menuju indonesia emas 2045,"['ibuhadirmu', 'tak', 'hanya', 'sekadar', 'sosok', 'ibu', 'engkau', 'juga', 'hadir', 'menjadi', 'guruku', 'sahabatku', 'pelindungku', 'semoga', 'mama', 'senantiasa', 'sehat', 'bahagia', 'selamat', 'hari', 'ibu', 'tahun', '2024', 'perempuan', 'menyapa', 'perempuan', 'berdaya', 'menuju', 'indonesia', 'emas', '2045']","['ibuhadirmu', 'tak', 'hanya', 'sekadar', 'sosok', 'ibu', 'engkau', 'juga', 'hadir', 'jadi', 'guru', 'sahabat', 'lindung', 'moga', 'mama', 'senantiasa', 'sehat', 'bahagia', 'selamat', 'hari', 'ibu', 'tahun', '2024', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045']","['ibuhadirmu', 'tak', 'hanya', 'sekadar', 'sosok', 'ibu', 'engkau', 'juga', 'hadir', 'jadi', 'guru', 'sahabat', 'lindung', 'moga', 'mama', 'senantiasa', 'sehat', 'bahagia', 'selamat', 'hari', 'ibu', 'tahun', '2024', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045']",10,1
"Sunday, 22 December 2024",IiiCalang,Lapas Calang Gelar Upacara Hari Ibu: Perempuan Menyapa Perempuan Berdaya Menuju Indonesia Emas 2045 Calang Lembaga Pemasyarakatan Kelas III Calang melaksanakan upacara peringatan Hari Ibu ke-96 tahun 2024 Minggu (22/12). https://t.co/mjeCTkgEMl,Lapas Calang Gelar Upacara Hari Ibu Perempuan Menyapa Perempuan Berdaya Menuju Indonesia Emas 2045 Calang Lembaga Pemasyarakatan Kelas III Calang melaksanakan upacara peringatan Hari Ibu ke96 tahun 2024 Minggu 2212,lapas calang gelar upacara hari ibu perempuan menyapa perempuan berdaya menuju indonesia emas 2045 calang lembaga pemasyarakatan kelas iii calang melaksanakan upacara peringatan hari ibu ke96 tahun 2024 minggu 2212,lapas calang gelar upacara hari ibu perempuan menyapa perempuan berdaya menuju indonesia emas 2045 calang lembaga pemasyarakatan kelas iii calang melaksanakan upacara peringatan hari ibu ke96 tahun 2024 minggu 2212,lapas calang gelar upacara hari ibu perempuan menyapa perempuan berdaya menuju indonesia emas 2045 calang lembaga pemasyarakatan kelas iii calang melaksanakan upacara peringatan hari ibu ke96 tahun 2024 minggu 2212,"['lapas', 'calang', 'gelar', 'upacara', 'hari', 'ibu', 'perempuan', 'menyapa', 'perempuan', 'berdaya', 'menuju', 'indonesia', 'emas', '2045', 'calang', 'lembaga', 'pemasyarakatan', 'kelas', 'iii', 'calang', 'melaksanakan', 'upacara', 'peringatan', 'hari', 'ibu', 'ke96', 'tahun', '2024', 'minggu', '2212']","['lapas', 'calang', 'gelar', 'upacara', 'hari', 'ibu', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045', 'calang', 'lembaga', 'masyarakat', 'kelas', 'iii', 'calang', 'laksana', 'upacara', 'ingat', 'hari', 'ibu', 'ke96', 'tahun', '2024', 'minggu', '2212']","['lapas', 'calang', 'gelar', 'upacara', 'hari', 'ibu', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045', 'calang', 'lembaga', 'masyarakat', 'kelas', 'iii', 'calang', 'laksana', 'upacara', 'ingat', 'hari', 'ibu', 'ke96', 'tahun', '2024', 'minggu', '2212']",-6,0
"Sunday, 22 December 2024",GeganaRiau,Komandan Satuan Brimob Polda Riau Kombes Pol. Dwi Yanto Nugroho S.I.K. M.Han. Beserta Staf dan Jajaran mengucapkan Selamat Hari Ibu Perempuan Menyapa Perempuan Berdaya Menuju Indonesia Emas 2045 22 Desember 2024 https://t.co/UKlPFQoEWr,Komandan Satuan Brimob Polda Riau Kombes Pol Dwi Yanto Nugroho SIK MHan Beserta Staf dan Jajaran mengucapkan Selamat Hari Ibu Perempuan Menyapa Perempuan Berdaya Menuju Indonesia Emas 2045 22 Desember 2024,komandan satuan brimob polda riau kombes pol dwi yanto nugroho sik mhan beserta staf dan jajaran mengucapkan selamat hari ibu perempuan menyapa perempuan berdaya menuju indonesia emas 2045 22 desember 2024,komandan satuan brimob polda riau kombes pol dwi yanto nugroho sik mhan beserta staf dan jajaran mengucapkan selamat hari ibu perempuan menyapa perempuan berdaya menuju indonesia emas 2045 22 desember 2024,komandan satuan brimob polda riau kombes pol dwi yanto nugroho sik mhan beserta staf jajaran mengucapkan selamat hari ibu perempuan menyapa perempuan berdaya menuju indonesia emas 2045 22 desember 2024,"['komandan', 'satuan', 'brimob', 'polda', 'riau', 'kombes', 'pol', 'dwi', 'yanto', 'nugroho', 'sik', 'mhan', 'beserta', 'staf', 'jajaran', 'mengucapkan', 'selamat', 'hari', 'ibu', 'perempuan', 'menyapa', 'perempuan', 'berdaya', 'menuju', 'indonesia', 'emas', '2045', '22', 'desember', '2024']","['komandan', 'satu', 'brimob', 'polda', 'riau', 'kombes', 'pol', 'dwi', 'yanto', 'nugroho', 'sik', 'mhan', 'serta', 'staf', 'jajar', 'ucap', 'selamat', 'hari', 'ibu', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045', '22', 'desember', '2024']","['komandan', 'satu', 'brimob', 'polda', 'riau', 'kombes', 'pol', 'dwi', 'yanto', 'nugroho', 'sik', 'mhan', 'serta', 'staf', 'jajar', 'ucap', 'selamat', 'hari', 'ibu', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045', '22', 'desember', '2024']",3,1
"Sunday, 22 December 2024",kominfonatuna,Selamat Memperingati Hari Ibu ke-96 Tahun 2024 Perempuan Menyapa Perempuan Berdaya Menuju Indonesia Emas 2045 #natuna #natunakab #diskominfonatuna https://t.co/77OPBVFoYB,Selamat Memperingati Hari Ibu ke96 Tahun 2024 Perempuan Menyapa Perempuan Berdaya Menuju Indonesia Emas 2045,selamat memperingati hari ibu ke96 tahun 2024 perempuan menyapa perempuan berdaya menuju indonesia emas 2045,selamat memperingati hari ibu ke96 tahun 2024 perempuan menyapa perempuan berdaya menuju indonesia emas 2045,selamat memperingati hari ibu ke96 tahun 2024 perempuan menyapa perempuan berdaya menuju indonesia emas 2045,"['selamat', 'memperingati', 'hari', 'ibu', 'ke96', 'tahun', '2024', 'perempuan', 'menyapa', 'perempuan', 'berdaya', 'menuju', 'indonesia', 'emas', '2045']","['selamat', 'ingat', 'hari', 'ibu', 'ke96', 'tahun', '2024', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045']","['selamat', 'ingat', 'hari', 'ibu', 'ke96', 'tahun', '2024', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045']",3,1
"Sunday, 22 December 2024",KantahIndramayu,Segenap Jajaran Kantor Pertanahan Kabupaten Indramayu mengucapkan selamat hari ibu 2024. Perempuan Menyapa Perempuan Berdaya Menuju Indonesia Emas 2045 #HariIbu2024 #atrbpnkinilebihbaik #atrbpnmajumodern #melayaniprofesionalterpercaya https://t.co/ShELVKfPiA,Segenap Jajaran Kantor Pertanahan Kabupaten Indramayu mengucapkan selamat hari ibu 2024 Perempuan Menyapa Perempuan Berdaya Menuju Indonesia Emas 2045,segenap jajaran kantor pertanahan kabupaten indramayu mengucapkan selamat hari ibu 2024 perempuan menyapa perempuan berdaya menuju indonesia emas 2045,segenap jajaran kantor pertanahan kabupaten indramayu mengucapkan selamat hari ibu 2024 perempuan menyapa perempuan berdaya menuju indonesia emas 2045,segenap jajaran kantor pertanahan kabupaten indramayu mengucapkan selamat hari ibu 2024 perempuan menyapa perempuan berdaya menuju indonesia emas 2045,"['segenap', 'jajaran', 'kantor', 'pertanahan', 'kabupaten', 'indramayu', 'mengucapkan', 'selamat', 'hari', 'ibu', '2024', 'perempuan', 'menyapa', 'perempuan', 'berdaya', 'menuju', 'indonesia', 'emas', '2045']","['segenap', 'jajar', 'kantor', 'tanah', 'kabupaten', 'indramayu', 'ucap', 'selamat', 'hari', 'ibu', '2024', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045']","['segenap', 'jajar', 'kantor', 'tanah', 'kabupaten', 'indramayu', 'ucap', 'selamat', 'hari', 'ibu', '2024', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045']",4,1
"Sunday, 22 December 2024",BengkayangBnnk,Kepala Badan Narkotika Nasional Kabupaten Bengkayang Bapak Wahyu Kurniawan beserta Staf mengucapkan Selamat Hari Ibu 22 Desember 2024. Perempuan Menyapa Perempuan Berdaya Menuju Indonesia Emas 2045 @INFOBNN #indonesiabersinar #indonesiadrugfree #hariibu #ibu https://t.co/7BaHcloXt0,Kepala Badan Narkotika Nasional Kabupaten Bengkayang Bapak Wahyu Kurniawan beserta Staf mengucapkan Selamat Hari Ibu 22 Desember 2024 Perempuan Menyapa Perempuan Berdaya Menuju Indonesia Emas 2045,kepala badan narkotika nasional kabupaten bengkayang bapak wahyu kurniawan beserta staf mengucapkan selamat hari ibu 22 desember 2024 perempuan menyapa perempuan berdaya menuju indonesia emas 2045,kepala badan narkotika nasional kabupaten bengkayang bapak wahyu kurniawan beserta staf mengucapkan selamat hari ibu 22 desember 2024 perempuan menyapa perempuan berdaya menuju indonesia emas 2045,kepala badan narkotika nasional kabupaten bengkayang bapak wahyu kurniawan beserta staf mengucapkan selamat hari ibu 22 desember 2024 perempuan menyapa perempuan berdaya menuju indonesia emas 2045,"['kepala', 'badan', 'narkotika', 'nasional', 'kabupaten', 'bengkayang', 'bapak', 'wahyu', 'kurniawan', 'beserta', 'staf', 'mengucapkan', 'selamat', 'hari', 'ibu', '22', 'desember', '2024', 'perempuan', 'menyapa', 'perempuan', 'berdaya', 'menuju', 'indonesia', 'emas', '2045']","['kepala', 'badan', 'narkotika', 'nasional', 'kabupaten', 'bengkayang', 'bapak', 'wahyu', 'kurniawan', 'serta', 'staf', 'ucap', 'selamat', 'hari', 'ibu', '22', 'desember', '2024', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045']","['kepala', 'badan', 'narkotika', 'nasional', 'kabupaten', 'bengkayang', 'bapak', 'wahyu', 'kurniawan', 'serta', 'staf', 'ucap', 'selamat', 'hari', 'ibu', '22', 'desember', '2024', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045']",1,1
"Sunday, 22 December 2024",Kejari_kutim,Kepala Kejaksaan Negeri Kutai Timur Reopan Saragih S.H. M.H. Beserta Seluruh Jajaran mengucapkan Selamat Memperingati Hari Ibu Perempuan Menyapa Perempuan Berdaya Menuju Indonesia Emas 2045 . #kejaksaanri #kejatikaltim #kejarikutim https://t.co/bKeqH6PrXw,Kepala Kejaksaan Negeri Kutai Timur Reopan Saragih SH MH Beserta Seluruh Jajaran mengucapkan Selamat Memperingati Hari Ibu Perempuan Menyapa Perempuan Berdaya Menuju Indonesia Emas 2045,kepala kejaksaan negeri kutai timur reopan saragih sh mh beserta seluruh jajaran mengucapkan selamat memperingati hari ibu perempuan menyapa perempuan berdaya menuju indonesia emas 2045,kepala kejaksaan negeri kutai timur reopan saragih sh mh beserta seluruh jajaran mengucapkan selamat memperingati hari ibu perempuan menyapa perempuan berdaya menuju indonesia emas 2045,kepala kejaksaan negeri kutai timur reopan saragih sh mh beserta seluruh jajaran mengucapkan selamat memperingati hari ibu perempuan menyapa perempuan berdaya menuju indonesia emas 2045,"['kepala', 'kejaksaan', 'negeri', 'kutai', 'timur', 'reopan', 'saragih', 'sh', 'mh', 'beserta', 'seluruh', 'jajaran', 'mengucapkan', 'selamat', 'memperingati', 'hari', 'ibu', 'perempuan', 'menyapa', 'perempuan', 'berdaya', 'menuju', 'indonesia', 'emas', '2045']","['kepala', 'jaksa', 'negeri', 'kuta', 'timur', 'reopan', 'saragih', 'sh', 'mh', 'serta', 'seluruh', 'jajar', 'ucap', 'selamat', 'ingat', 'hari', 'ibu', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045']","['kepala', 'jaksa', 'negeri', 'kuta', 'timur', 'reopan', 'saragih', 'sh', 'mh', 'serta', 'seluruh', 'jajar', 'ucap', 'selamat', 'ingat', 'hari', 'ibu', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045']",3,1
"Sunday, 22 December 2024",PendamPattimura,Pangdam XV/Pattimura Beserta Keluarga Besar Kodam XV/Pattimura Mengucapkan : Selamat Hari Ibu Perempuan Menyapa Perempuan Berdaya Menuju Indonesia Emas 2045 22 Desember 2024 https://t.co/vIj1ytZIT9,Pangdam XVPattimura Beserta Keluarga Besar Kodam XVPattimura Mengucapkan Selamat Hari Ibu Perempuan Menyapa Perempuan Berdaya Menuju Indonesia Emas 2045 22 Desember 2024,pangdam xvpattimura beserta keluarga besar kodam xvpattimura mengucapkan selamat hari ibu perempuan menyapa perempuan berdaya menuju indonesia emas 2045 22 desember 2024,pangdam xvpattimura beserta keluarga besar kodam xvpattimura mengucapkan selamat hari ibu perempuan menyapa perempuan berdaya menuju indonesia emas 2045 22 desember 2024,pangdam xvpattimura beserta keluarga besar kodam xvpattimura mengucapkan selamat hari ibu perempuan menyapa perempuan berdaya menuju indonesia emas 2045 22 desember 2024,"['pangdam', 'xvpattimura', 'beserta', 'keluarga', 'besar', 'kodam', 'xvpattimura', 'mengucapkan', 'selamat', 'hari', 'ibu', 'perempuan', 'menyapa', 'perempuan', 'berdaya', 'menuju', 'indonesia', 'emas', '2045', '22', 'desember', '2024']","['pangdam', 'xvpattimura', 'serta', 'keluarga', 'besar', 'kodam', 'xvpattimura', 'ucap', 'selamat', 'hari', 'ibu', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045', '22', 'desember', '2024']","['pangdam', 'xvpattimura', 'serta', 'keluarga', 'besar', 'kodam', 'xvpattimura', 'ucap', 'selamat', 'hari', 'ibu', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045', '22', 'desember', '2024']",7,1
"Sunday, 22 December 2024",kejarituba,Kepala Kejaksaan Negeri Tulang Bawang Dennie Sagita S.H. M.H. beserta Seluruh Jajaran Kejaksaan Negeri Tulang Bawang mengucapkan Selamat Memperingati Hari Ibu 22 Desember 2024 ~ Perempuan menyapa perempuan berdaya menuju Indonesia Emas 2045. https://t.co/ZKEsc8aDjR,Kepala Kejaksaan Negeri Tulang Bawang Dennie Sagita SH MH beserta Seluruh Jajaran Kejaksaan Negeri Tulang Bawang mengucapkan Selamat Memperingati Hari Ibu 22 Desember 2024 Perempuan menyapa perempuan berdaya menuju Indonesia Emas 2045,kepala kejaksaan negeri tulang bawang dennie sagita sh mh beserta seluruh jajaran kejaksaan negeri tulang bawang mengucapkan selamat memperingati hari ibu 22 desember 2024 perempuan menyapa perempuan berdaya menuju indonesia emas 2045,kepala kejaksaan negeri tulang bawang dennie sagita sh mh beserta seluruh jajaran kejaksaan negeri tulang bawang mengucapkan selamat memperingati hari ibu 22 desember 2024 perempuan menyapa perempuan berdaya menuju indonesia emas 2045,kepala kejaksaan negeri tulang bawang dennie sagita sh mh beserta seluruh jajaran kejaksaan negeri tulang bawang mengucapkan selamat memperingati hari ibu 22 desember 2024 perempuan menyapa perempuan berdaya menuju indonesia emas 2045,"['kepala', 'kejaksaan', 'negeri', 'tulang', 'bawang', 'dennie', 'sagita', 'sh', 'mh', 'beserta', 'seluruh', 'jajaran', 'kejaksaan', 'negeri', 'tulang', 'bawang', 'mengucapkan', 'selamat', 'memperingati', 'hari', 'ibu', '22', 'desember', '2024', 'perempuan', 'menyapa', 'perempuan', 'berdaya', 'menuju', 'indonesia', 'emas', '2045']","['kepala', 'jaksa', 'negeri', 'tulang', 'bawang', 'dennie', 'sagita', 'sh', 'mh', 'serta', 'seluruh', 'jajar', 'jaksa', 'negeri', 'tulang', 'bawang', 'ucap', 'selamat', 'ingat', 'hari', 'ibu', '22', 'desember', '2024', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045']","['kepala', 'jaksa', 'negeri', 'tulang', 'bawang', 'dennie', 'sagita', 'sh', 'mh', 'serta', 'seluruh', 'jajar', 'jaksa', 'negeri', 'tulang', 'bawang', 'ucap', 'selamat', 'ingat', 'hari', 'ibu', '22', 'desember', '2024', 'perempuan', 'sapa', 'perempuan', 'daya', 'tuju', 'indonesia', 'emas', '2045']",-1,0
"Sunday, 22 December 2024",KabarNgetren,Kolaborasi JAM Pidum dan PT Pegadaian: Sinergi Transformasi Hukum Menuju Indonesia Emas 2045 https://t.co/ml1YpMlIfv,Kolaborasi JAM Pidum dan PT Pegadaian Sinergi Transformasi Hukum Menuju Indonesia Emas 2045,kolaborasi jam pidum dan pt pegadaian sinergi transformasi hukum menuju indonesia emas 2045,kolaborasi jam pidum dan pt pegadaian sinergi transformasi hukum menuju indonesia emas 2045,kolaborasi jam pidum pt pegadaian sinergi transformasi hukum menuju indonesia emas 2045,"['kolaborasi', 'jam', 'pidum', 'pt', 'pegadaian', 'sinergi', 'transformasi', 'hukum', 'menuju', 'indonesia', 'emas', '2045']","['kolaborasi', 'jam', 'pidum', 'pt', 'gadai', 'sinergi', 'transformasi', 'hukum', 'tuju', 'indonesia', 'emas', '2045']","['kolaborasi', 'jam', 'pidum', 'pt', 'gadai', 'sinergi', 'transformasi', 'hukum', 'tuju', 'indonesia', 'emas', '2045']",-4,0
